       parameter            eig1            eig2            eig3            eig4            eig5            eig6            eig7            eig8            eig9           eig10           eig11           eig12           eig13           eig14           eig15           eig16           eig17           eig18           eig19           eig20 identifiability     sqrt(ident)
 ss_ctc001       8.7982097E-10   2.3705321E-10   7.0017761E-08   8.1426389E-10   4.5498577E-12   4.3689912E-07   4.9441947E-07   3.5474025E-07   2.5593910E-08   1.8708830E-06   7.5381840E-09   1.2232550E-08   1.3501794E-06   1.2769562E-06   1.7265189E-08   8.4754464E-07   3.5432445E-07   8.1691804E-07   1.0450391E-10   2.5025160E-09   7.9400548E-06   2.8178103E-03
 ss_ctc002       1.6935304E-11   2.1796783E-12   1.1049668E-08   8.8121924E-13   2.1425083E-12   1.2581069E-08   5.2921299E-08   4.4710084E-08   1.7951189E-09   2.4483557E-07   1.0209146E-09   1.3054803E-10   8.6178114E-08   2.2008024E-06   1.5214316E-07   4.9635111E-07   7.7917149E-07   9.0659643E-06   1.5820467E-09   3.5336485E-10   1.3151612E-05   3.6265152E-03
 ss_ctc003       6.4496179E-11   7.7460488E-10   5.9652845E-12   2.7931901E-10   2.8984330E-11   5.0127516E-09   2.4441924E-14   5.9850755E-08   6.2747090E-10   8.4622967E-08   1.6217837E-10   2.0236322E-10   2.8561046E-08   3.6657390E-08   6.6105220E-09   6.3192837E-09   2.2290294E-08   9.1305190E-09   1.5998480E-11   1.9225501E-11   2.6123616E-07   5.1111267E-04
 ss_ctc004       5.8515672E-12   8.0158496E-11   9.6751651E-08   3.1808067E-09   3.7189544E-09   3.8680922E-09   7.9434693E-08   3.1979872E-08   1.7293327E-09   2.5980939E-07   5.1405780E-10   3.1248770E-09   1.4021284E-06   6.2485124E-07   3.7747801E-07   3.6561902E-07   2.0694262E-12   2.5915337E-06   1.2313879E-09   6.2993647E-10   5.8476715E-06   2.4181959E-03
 ss_ctc005       3.0445039E-10   1.3976706E-09   3.3175025E-07   3.3360879E-10   1.8666236E-11   1.2406279E-07   2.3217060E-07   9.9426599E-07   2.3251685E-08   2.8391659E-06   6.0556048E-09   1.1687108E-09   9.4572026E-07   7.7739093E-06   3.6768726E-07   5.5911507E-07   8.6369731E-07   7.6872440E-06   4.6761517E-09   5.5206523E-09   2.2761516E-05   4.7709031E-03
 ss_ctc006       3.7803016E-11   1.3523622E-11   1.3503241E-08   8.2678148E-11   1.5842446E-11   6.5238975E-10   6.6314439E-10   4.8845178E-10   8.5812900E-13   2.4995731E-09   2.8017672E-12   4.2400271E-11   4.7261454E-08   4.1170315E-08   5.6766580E-09   2.2700460E-09   1.4494482E-10   1.6818380E-08   7.8301530E-12   2.2627055E-11   1.3137496E-07   3.6245684E-04
 ss_ctc007       7.8965018E-11   9.0539056E-11   2.0771452E-08   1.0212860E-09   6.8594958E-12   6.0194147E-07   1.0751454E-06   6.5844561E-07   3.3951918E-08   3.4217370E-06   1.0210812E-08   8.6540371E-09   5.1453137E-11   2.9180180E-05   3.3161381E-06   1.1292175E-05   1.5559653E-05   1.6088950E-04   3.2212582E-08   3.6799933E-11   2.2610200E-04   1.5036689E-02
 ss_ctc008       2.1474184E-11   7.7449349E-10   1.4130445E-09   1.8305554E-10   8.3423678E-14   2.9308721E-09   1.6173900E-08   2.2051059E-08   1.9930751E-11   3.2863999E-08   8.9765845E-11   3.5596551E-11   1.4123452E-09   3.6849440E-09   7.7145649E-09   2.6119200E-08   4.7418195E-08   1.5464814E-08   1.6473812E-11   2.8804388E-11   1.7841662E-07   4.2239391E-04
 ss_ctc009       1.0026605E-15   1.3633779E-13   8.6805487E-13   2.2379908E-14   1.3226610E-15   2.4573220E-11   9.3507667E-11   2.2399041E-11   1.3407344E-12   3.3181069E-11   2.6865766E-13   5.6411845E-13   1.5638135E-11   1.9873434E-11   4.0513233E-12   2.3143748E-13   3.5812212E-12   1.9420523E-12   5.5285668E-15   1.7144911E-13   2.2235819E-10   1.4911680E-05
 ss_ctc010       6.0427067E-13   4.0080420E-15   2.9805466E-11   4.1650281E-15   7.4164491E-15   2.7592778E-11   1.3455768E-10   5.0354863E-11   1.8319511E-12   1.2318103E-12   1.4339919E-13   2.1456453E-13   6.7101367E-10   2.3593201E-10   3.0603697E-12   1.6208421E-11   4.9387256E-12   6.0297028E-12   3.0128176E-14   1.4572214E-11   1.1981376E-09   3.4614125E-05
 ss_ctc011       2.6871095E-11   7.1680660E-10   3.1136234E-11   1.0840016E-10   6.4485605E-14   4.1814006E-14   5.4182843E-09   3.0807503E-08   1.2013531E-10   3.0902849E-08   1.2268337E-10   9.5187008E-11   3.8849080E-09   4.1479964E-09   6.9172147E-09   1.7809672E-08   4.1570768E-08   1.3042037E-08   2.3833204E-11   4.7820470E-11   1.5579421E-07   3.9470776E-04
 ss_ctc012       2.0838523E-13   5.0671675E-11   7.2589802E-09   1.2221463E-13   3.7925209E-14   4.8990501E-09   1.3884166E-08   1.2001607E-08   4.8402790E-10   3.2187799E-08   8.9458989E-11   4.5666582E-14   1.0406294E-08   1.8017038E-07   1.4934474E-08   3.7342726E-08   6.4454060E-08   7.2864402E-07   1.6307134E-10   2.7667062E-11   1.1069989E-06   1.0521401E-03
 ss_ctc013       3.1869971E-10   5.4401933E-10   9.0989545E-07   4.0105927E-09   4.5695190E-12   8.1150865E-08   7.9959837E-07   2.9979771E-07   4.9248257E-09   9.4443355E-06   4.9834175E-08   6.1208581E-08   6.0527245E-07   2.3378890E-05   1.7399527E-06   8.8326921E-06   8.7993968E-06   3.1306024E-05   5.5192737E-09   6.5143901E-10   8.6324023E-05   9.2910722E-03
 ss_ctc014       2.4543314E-16   7.2665180E-14   1.4224203E-10   3.5431683E-13   3.9681992E-15   2.2767109E-11   5.5177339E-14   2.0245152E-12   9.4642546E-12   1.3297236E-10   5.3464086E-14   5.9467987E-14   1.0194220E-10   1.1757339E-10   3.8333911E-11   1.8555298E-14   2.4194703E-13   7.3234892E-11   1.1299570E-13   1.2198164E-12   6.4274728E-10   2.5352461E-05
 ss_ctc015       1.1689410E-12   1.9506378E-11   3.1614173E-09   6.8990481E-11   2.8032918E-11   1.0341872E-09   5.1882848E-09   1.0661923E-09   5.9534275E-12   7.0820743E-09   7.5496594E-10   5.8123301E-11   9.0390930E-09   6.2955676E-10   9.4545644E-11   1.5472929E-10   1.3032754E-10   3.9419107E-10   8.3186973E-12   4.7129622E-11   2.8966789E-08   1.7019632E-04
 ss_cw001        3.7829493E-12   2.9099715E-13   7.3855267E-10   2.0569956E-11   9.6178447E-15   4.0444915E-09   5.0921270E-09   1.9461452E-09   6.3613124E-11   8.7242692E-10   1.1799751E-11   5.1030684E-11   1.1710894E-08   7.4064660E-10   6.8399569E-11   2.6185815E-09   4.8481571E-10   7.0226063E-10   6.0018726E-13   1.5225552E-12   2.9172561E-08   1.7079977E-04
 ss_cw002        1.4946369E-13   2.4664885E-13   5.5412938E-12   4.7871555E-14   3.4434693E-17   1.1859808E-12   8.1264778E-12   7.3107599E-11   8.7191246E-13   8.0911798E-11   2.2952619E-13   8.7651170E-13   2.4962656E-11   4.8911849E-11   3.2223644E-12   3.6218673E-13   2.0195369E-11   7.9228969E-11   4.7070331E-16   2.1521566E-13   3.4839420E-10   1.8665321E-05
 ss_cw003        5.0284213E-11   2.6313770E-10   3.7588233E-08   9.6586238E-11   1.2151417E-11   5.9486817E-09   5.9197019E-09   9.6270925E-08   1.6531467E-09   2.2620398E-07   6.4304745E-11   3.0987443E-11   8.4913483E-08   2.3140616E-07   3.5250402E-09   5.2990525E-11   1.6227028E-10   8.9984818E-09   8.3364298E-11   7.1787063E-10   7.0396177E-07   8.3902430E-04
 ss_cw004        7.5549929E-11   1.6471334E-11   6.5858483E-08   2.5228356E-11   8.1781984E-13   2.3245954E-08   6.4414968E-08   1.3930261E-07   3.0428034E-09   3.2293825E-07   9.7365046E-10   1.8463770E-10   1.0634764E-07   7.3036422E-07   1.6202784E-08   3.5594387E-08   5.1509171E-08   5.4186601E-07   1.6839441E-10   9.3112308E-10   2.1030632E-06   1.4501942E-03
 ss_cw005        8.0639692E-11   6.0512596E-10   3.3534984E-09   3.1379097E-11   9.1125919E-16   1.7835559E-08   5.9088111E-09   6.1919936E-08   6.1128769E-10   5.0313590E-08   2.4412596E-10   5.1696511E-10   8.1763742E-08   2.6964583E-08   4.0407333E-09   6.0876553E-10   1.6719885E-08   4.7970962E-09   3.6455965E-11   2.0798006E-10   2.7656016E-07   5.2588987E-04
 ss_cw006        1.6135220E-11   4.0022680E-11   5.2547248E-09   3.9353210E-11   3.6753467E-14   1.1874335E-08   1.7035540E-08   5.1041496E-08   9.7046181E-10   8.2565772E-08   3.0087960E-10   1.4857247E-10   4.5421530E-11   1.7147918E-07   8.6366904E-09   2.8203019E-08   2.8491837E-08   7.6822951E-07   9.0114665E-11   4.6549059E-13   1.1744636E-06   1.0837267E-03
 ss_cw007        5.0462197E-12   1.8292711E-12   6.8999763E-10   2.9299982E-12   4.1199608E-15   1.3976985E-12   1.2371936E-10   2.1059099E-10   2.5617371E-13   1.0861094E-10   6.0567389E-14   1.9984529E-12   1.9440927E-09   1.4809505E-09   1.0595045E-10   2.3918287E-11   1.5050035E-11   4.0444648E-10   4.2026745E-14   2.4650608E-12   5.1233570E-09   7.1577629E-05
 ss_cw008        1.5598388E-10   7.9183290E-11   1.6122384E-07   1.8500060E-10   1.3263068E-13   8.9751006E-09   6.7993923E-09   1.5780123E-07   9.9361215E-10   7.7075699E-07   5.4277207E-09   9.0379550E-09   3.0215633E-07   4.2828684E-06   2.4359571E-07   1.2201436E-06   1.1496318E-06   6.1371830E-06   1.1237488E-09   2.2419290E-11   1.4458161E-05   3.8023889E-03
 ss_cw009        1.4910920E-10   1.9030569E-10   4.5456181E-09   7.2525812E-11   2.4601010E-14   1.4741136E-07   1.5582410E-07   2.0305215E-07   4.4184618E-09   1.7821203E-07   1.0420926E-09   2.1865092E-09   2.6363178E-07   4.2569005E-08   6.6516931E-09   9.8623347E-08   3.2232309E-08   7.5846799E-07   1.7739220E-11   2.1810581E-10   1.8995163E-06   1.3782294E-03
 ss_cw010        6.9922615E-11   4.0694513E-13   2.8594005E-08   1.7911374E-10   7.5223676E-12   2.7990121E-07   5.2384086E-07   4.9299908E-07   1.9068200E-08   1.6745287E-06   4.6860947E-09   2.5239165E-09   8.9738058E-08   9.7539142E-06   9.4042479E-07   2.7535194E-06   3.8426661E-06   3.5812889E-05   9.1474079E-09   6.6243762E-10   5.6229360E-05   7.4986239E-03
 ss_cw011        2.6862107E-14   3.0863169E-13   7.1882046E-12   6.9634573E-13   4.0469366E-16   5.4717662E-13   2.6050514E-11   6.1570881E-11   1.6794118E-13   4.8045179E-11   1.0234828E-13   6.2905163E-12   1.8644108E-10   5.4935069E-11   1.4558479E-11   1.1351566E-11   8.6313838E-12   6.1583578E-12   1.8103119E-14   5.3084101E-13   4.3361989E-10   2.0823542E-05
 ss_cw012        5.9669823E-13   5.4252751E-13   5.8107883E-11   1.3276981E-13   2.0606143E-16   3.1040311E-13   1.8314237E-12   1.4204584E-10   2.7201159E-13   3.9050245E-10   8.2411888E-13   9.8275295E-14   2.1531564E-10   5.9436242E-10   1.2205192E-10   1.4655078E-12   3.0942304E-12   1.6345973E-13   1.5354129E-13   1.7450112E-11   1.5493214E-09   3.9361421E-05
 ss_cw013        2.4655008E-11   8.2607977E-10   1.7994022E-09   2.9989599E-10   8.1466191E-14   3.2673650E-09   1.8090214E-08   2.2700153E-08   1.0788486E-11   3.2106346E-08   9.4168126E-11   2.6437291E-11   2.8031801E-09   1.2388596E-10   7.5474896E-09   3.0681404E-08   5.1590117E-08   1.1434169E-08   2.0390239E-11   1.3829112E-11   1.8346005E-07   4.2832237E-04
 ss_cw014        6.5361211E-12   2.0555036E-10   4.0867970E-10   8.2422980E-11   1.2585639E-14   8.7871889E-10   4.8510920E-09   5.5352444E-09   4.2214897E-12   9.1012367E-09   2.4850012E-11   4.6340685E-12   7.9151886E-10   6.1498765E-10   2.0481643E-09   6.7857753E-09   1.2410220E-08   3.9199304E-09   4.1971616E-12   6.4937285E-12   4.7684487E-08   2.1836778E-04
 ss_cw015        1.0274172E-12   3.7760815E-11   1.0949473E-07   4.6086749E-09   3.7305763E-09   7.8291295E-10   1.2543543E-07   1.1112920E-08   1.6991710E-09   1.8501176E-07   4.2010396E-10   2.9334335E-09   1.4736104E-06   6.4241638E-07   3.1425510E-07   4.7455267E-07   1.1194974E-08   2.3998639E-06   1.1007852E-09   4.7912769E-10   5.7627418E-06   2.4005711E-03
 ss_ce001         0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 ss_ce002         0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 ss_ce003         0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 ss_ce004         0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 ss_ce005         0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 ss_ce006         0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 ss_ce007        1.6577729E-17   4.5024420E-18   2.2191090E-14   3.2454152E-19   1.5825121E-17   8.4090110E-15   5.3836085E-14   3.8278514E-15   1.7302776E-15   5.4022396E-15   2.6605396E-16   7.2250787E-19   1.5334851E-15   1.0553540E-15   1.8163022E-13   8.8648515E-15   1.5033928E-14   5.8784758E-15   2.0817691E-16   1.2732234E-14   3.2263728E-13   5.6801169E-07
 ss_ce008         0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 ss_ce009         0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 ss_ce010         0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 ss_ce011         0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 ss_ce012         0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 ss_ce013         0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 ss_ce014         0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 ss_ce015         0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000    
 ss_cms001       1.4394941E-13   4.5603238E-14   1.1773468E-09   8.7616864E-11   1.4561430E-10   5.2521211E-06   2.0001469E-06   2.1981731E-07   1.0082867E-08   8.7207221E-08   9.3449808E-13   1.3031420E-09   9.6773077E-08   3.9790509E-07   5.6902456E-07   9.8778808E-09   1.3460630E-08   3.0742216E-09   1.4370428E-11   4.4610680E-09   8.6666811E-06   2.9439227E-03
 ss_cms002       4.3381001E-12   7.4707560E-12   1.0433809E-08   3.8717305E-13   1.5058549E-10   1.1099614E-07   7.8157998E-09   4.4893074E-12   2.1178269E-10   3.9357451E-08   3.0977828E-11   1.4143639E-09   1.3897720E-07   2.3015185E-07   6.3553397E-08   3.1595946E-10   7.4317073E-10   2.6082171E-08   8.2757237E-11   3.1781102E-09   6.3351221E-07   7.9593480E-04
 ss_cms003       8.3559418E-13   8.8456578E-13   8.2795435E-10   2.9647821E-11   7.5214093E-14   1.4707438E-06   4.4318374E-07   3.0646509E-08   7.0938689E-10   7.9999398E-10   3.1409953E-12   1.0225903E-10   2.6636327E-08   5.8912873E-10   6.4753619E-08   4.0669188E-09   7.1956666E-10   1.8757768E-09   6.4275957E-12   2.3373339E-11   2.0457194E-06   1.4302865E-03
 ss_cms004       5.0558727E-13   1.2704503E-14   1.8463833E-11   6.8302562E-13   1.5476800E-16   5.8708885E-08   2.1850544E-08   1.7108073E-09   5.8883074E-11   7.3558590E-11   4.9512919E-15   2.9433015E-12   8.7723005E-10   2.4827694E-11   1.0566250E-08   2.2969786E-10   2.8940503E-11   5.1234490E-10   2.0512027E-13   5.2473870E-12   9.4670035E-08   3.0768496E-04
 ss_cms005       2.0458815E-13   9.2826021E-16   6.5669225E-13   2.1036819E-14   3.8728279E-15   3.6998892E-10   7.4357107E-11   2.9626377E-13   2.6620318E-13   2.8947414E-12   1.0596670E-14   6.6072811E-14   4.5648658E-11   4.6725971E-12   2.1191797E-10   1.2472541E-12   3.1133767E-12   3.7815232E-12   6.8388435E-14   4.0335006E-12   7.2325030E-10   2.6893313E-05
 ss_cms006       1.5159243E-13   1.6104156E-11   5.0688320E-09   3.2247447E-11   1.4716351E-10   2.8955776E-07   1.8373108E-09   1.7325949E-09   3.9877998E-10   4.0111063E-08   2.9490210E-11   1.5016777E-09   1.6994209E-07   2.6263600E-07   1.9226719E-07   1.9732712E-09   2.8900830E-10   5.1282824E-08   2.9879585E-10   4.9039010E-10   1.0196127E-06   1.0097588E-03
 ss_cms007       4.9780655E-10   1.1750171E-13   5.8278749E-09   1.3626922E-12   8.8160801E-12   3.1894929E-08   7.8623229E-10   2.6630605E-09   6.4701327E-10   3.2476771E-08   2.9512449E-10   9.8559225E-11   1.8229639E-10   2.8976392E-08   1.2186796E-07   6.0320050E-09   7.9959889E-09   2.7684321E-08   9.2387631E-10   1.5782869E-08   2.8464337E-07   5.3351980E-04
 ss_cms008       5.1083403E-14   1.8048467E-12   1.4041297E-09   1.0791450E-10   1.7747998E-10   6.6142273E-09   2.0266593E-09   4.0679059E-09   1.0499963E-09   6.2171770E-08   1.7101995E-12   5.8932642E-10   1.0008358E-08   4.2789427E-07   8.3200794E-08   1.2744308E-08   1.5861168E-08   2.6905372E-09   1.5667263E-11   5.7198929E-09   6.3634797E-07   7.9771421E-04
 ss_cms009       4.7930754E-13   1.8559334E-14   2.2653405E-10   2.7388904E-12   7.0898919E-13   1.7702203E-12   2.4919541E-10   1.8141415E-11   2.2017581E-12   8.4310427E-12   3.0100497E-12   7.0423383E-12   2.7966018E-10   7.9909937E-10   2.0309520E-08   6.4485324E-10   6.1832138E-10   2.2577173E-11   3.9897863E-15   1.3653852E-12   2.3195673E-08   1.5230126E-04
 ss_cms010       2.3844833E-13   8.7343304E-15   4.3340546E-12   1.2034893E-14   6.3355420E-16   1.5390309E-09   3.6573463E-10   1.3366279E-11   2.1670260E-13   4.3576535E-12   5.7225395E-15   6.0862995E-14   2.2075751E-11   7.1819582E-12   3.3247087E-12   4.1726773E-12   4.2028207E-12   5.4016778E-12   4.7239114E-13   5.8760243E-12   1.9800746E-09   4.4498029E-05
